"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $1826.49/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode","Method","PrivateNote"
"0x971fe17db03ade2de017cd50a1da0cac4ca00e252d86204bb1601971d0caa54f","16856270","1679162255","2023-03-18 17:57:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.002643088005364266","4.82757381091778","1763.20","","","Execute",""
"0x92568b88da9d4ca6146422aaad00bbb1ba675a2630bb35de7ea5d825221577d6","16856282","1679162411","2023-03-18 18:00:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.002156015298984294","3.93794038344182","1763.20","","","Execute",""
"0x96777ba91b64bb968c33633d0e4c49f7d6f3f960be9c1c29fc2328bdbca2c628","16856307","1679162711","2023-03-18 18:05:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.004894453768576596","8.93967086376747","1763.20","","","Execute",""
"0x05e8510040a69a0a97de07decbb1f21de66b260159c4e8929c9c5c42689d41a3","16856331","1679162999","2023-03-18 18:09:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.002391193224963528","4.36749051346363","1763.20","","","Execute",""
"0x7fee846988a78275156a965361168219d9ed6fd7568403b5b5e8769a64091c99","16856344","1679163155","2023-03-18 18:12:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.002091192598066044","3.81954236844165","1763.20","","","Execute",""
"0xcab55964fc943a26ea0700ccca589bd78d56ddc364083194592803886d7e657d","16856347","1679163191","2023-03-18 18:13:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.002176850089175139","3.9759949193775","1763.20","","","Execute",""
"0x43b7bade32c539fe13f2f9d1168844f9bdfdee2b6567d4c0d8b7ada35da96be1","16856355","1679163287","2023-03-18 18:14:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.002083314941736915","3.80515390793306","1763.20","","","Execute",""
"0xdcbe8aa6d9b024652602db14ce28c37049e40b8dccd7d1c2a85011bac2c0a67b","16857981","1679182979","2023-03-18 23:42:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x4521c9ad6a3d4230803ab752ed238be11f8b342f","","0","0","0","0.001004978066801688","1.83558238923262","1763.20","","","Approve",""
"0x0bb082f3247cf1c660d40b62a75881e9626b29cef9174c27d2a8c7002da43dcf","16857981","1679182979","2023-03-18 23:42:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x4521c9ad6a3d4230803ab752ed238be11f8b342f","","0","0","0","0.000597404041868716","1.09115250843279","1763.20","","","Approve",""
"0x1972913bf5e85f0e4a84455ef48ed7003f8cd028f77ee6bd967cc183bda505e8","16857981","1679182979","2023-03-18 23:42:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xc4cc364706fe781fb00a47badb297af36a482cc1","","0.05","0.05","91.3245","0.000467871041316","0.854561778253261","1763.20","","","Transfer",""
"0x0d786ac94c08a16fc8620887ac551c822c887820c11864113cd42c59ee47874e","16857986","1679183039","2023-03-18 23:43:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.003259021199545452","5.95256963075777","1763.20","","","Execute",""
"0xb462a705c6effb4415ab7615c1cd2e7d5e6a2a787e2bf8655fc9bc6bc808a71e","16860064","1679208251","2023-03-19 06:44:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","4.9","8949.801","0.003887961013282294","7.10132191114998","1785.00","","","Execute",""
"0x9c6871f439d278362486d63db81fb5ff89b496e068721a5f98633e472b1d65e3","16863230","1679246759","2023-03-19 17:25:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.002627231051004339","4.79861124234892","1785.00","","","Execute",""
"0xc24ed13e1a06916f1155558ea3e386e8c8451153ff606478becbfc9856a4c1d1","16863235","1679246819","2023-03-19 17:26:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.005571133044286868","10.1756187940595","1785.00","","","Execute",""
"0x89d48a7f505cee5d3c8da7380c5b7850a118d78a07b8698fdede73f76ee8d3e5","16864048","1679256683","2023-03-19 20:11:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1.75","3196.3575","0.011094197986147692","20.2634416797189","1785.00","","","Execute",""
"0x812a23102213d68c7f8d823bd55aebcabebfc974c595901fba304783daa03221","16864245","1679259095","2023-03-19 20:51:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.00839072302943763","15.3255717060375","1785.00","","","Execute",""
"0x6c27db8c6857ef1750fc1d3d0c45016207df76e38717da32ccf0c5c89068d778","16864260","1679259275","2023-03-19 20:54:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.004153182629319184","7.5857465406252","1785.00","","","Execute",""
"0x65207a3150aa8348f48dafc956c1c45d877952c0570f4bf45467a75f1cdf2549","16864262","1679259299","2023-03-19 20:54:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1.5","2739.735","0.005876518330157154","10.7334019648487","1785.00","","","Execute",""
"0x6985f7ee55f532aa2aece1310feded790ea37461a0d165c8589b03c1aba82723","16864265","1679259335","2023-03-19 20:55:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x8f828a0644f12fa352888e645a90333d30f6fd7d","","0","0","0","0.001125867093425065","2.05638498746995","1785.00","","","Approve",""
"0xbc79c35b7f69525d8b8a82c98719f77a8a721de1046d72a283d380a43ecc4660","16864270","1679259395","2023-03-19 20:56:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.003685803296519367","6.73208286305966","1785.00","","","Execute",""
"0x26d11bc3758b9fd6735008818940416599be8082ad0e8b57b8399d710ee15f3d","16864293","1679259671","2023-03-19 21:01:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.004522511678111658","8.26032235495416","1785.00","","","Execute",""
"0x7ceaee989d111891a4ecac640382053bd2c7ba08ea571aeb5792a051e48e3cac","16864300","1679259755","2023-03-19 21:02:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.006751732142453265","12.3319712408695","1785.00","","","Execute",""
"0xadeadecc4bc096b0e78b6f562fd456e06e1435536c7528cc3a0da0025081c5ff","16864308","1679259851","2023-03-19 21:04:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.5","913.245","0.0035223380382402","6.43351520346534","1785.00","","","Execute",""
"0x3f09b03332b12bbf4b45209cbce3e0208cf99915bc25c4e9a9cc4a0b135da45e","16864766","1679265383","2023-03-19 22:36:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.05","91.3245","0.003435273942081993","6.27449350247334","1785.00","Error(0)","execution reverted","Execute",""
"0x5a7c1f5b090a2b9c39c599f4c40451fc1eee8502619a07a51a274b3ca261dfd3","16864771","1679265443","2023-03-19 22:37:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.05","91.3245","0.002535600662561809","4.63124925416252","1785.00","","","Execute",""
"0x230b3d5067e235af29cc177f69148483bb58f4f1d01f774403b2af055678035a","16864831","1679266175","2023-03-19 22:49:35","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.282493772377755","0","2342.46205031025","0.000463917622245","0.84734089785427","1785.00","","","Transfer",""
"0xed8c0474276e03426b38be26d92322a7d6d47ae7d4b125b8e6e896abc2aa0528","16864859","1679266511","2023-03-19 22:55:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","1","1826.49","0.004854918033036","8.86745923815992","1785.00","","","Execute",""
"0xb4f6d258856f7c2ad983fe3738dd0858267c5456a6de245f05c8822fcf3fbe64","16864864","1679266571","2023-03-19 22:56:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0.25","456.6225","0.003293277190756366","6.01513785614459","1785.00","","","Execute",""
"0x49106f336fb35ad27dc245173ff330c3506773502bd559916079d815616f038e","16866156","1679282267","2023-03-20 03:17:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.004534715378031855","8.2826122908214","1738.45","","","Execute",""
"0xd21804854379167b70fddce37dfeb14586397e9a9817a5b2d94235030439a077","16866174","1679282483","2023-03-20 03:21:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.004281179314518804","7.81953120617545","1738.45","","","Execute",""
"0x983d5b82a76550c595f45d9de7416e728450382b916df94b750890ddfe8338c8","16866262","1679283551","2023-03-20 03:39:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.003632992818105936","6.63562505234231","1738.45","","","Execute",""
"0x523705c0d2fc6451343b5fa07f404dc6b48c8daf15c9304665ae1ab0382c7b17","16866303","1679284055","2023-03-20 03:47:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.004656367025484975","8.50480780837805","1738.45","","","Execute",""
"0x18b0bb61ea61e3aa7e452e41ef25d45ba768d47533c4e1f22368ca1bf77ab101","16871351","1679345171","2023-03-20 20:46:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1","1826.49","0.001528213229598544","2.79126618172944","1738.45","","","Any Swap Out Native",""
"0x49e3d2573ebc48e255dbc70d6fe0b3d3855f1ed37aaec31ad6f80cbe31bad4c2","16871399","1679345747","2023-03-20 20:55:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","5","9132.45","0.001289092544404784","2.35451464142989","1738.45","","","Any Swap Out Native",""
"0xf223b2029a8b2eb1587e9b5c67d1760de8db6d3b4ab9e8c557f77e34fd34655b","16873495","1679371103","2023-03-21 03:58:23","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.322429740611097","0","2415.40469692876","0.000310859388903","0.56778156523744","1807.45","","","Transfer",""
"0xf1046bc2726ba909deb841a3d66f205068da16ccea6ceaaeda1dea256e2408d7","16873501","1679371175","2023-03-21 03:59:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.4","2557.086","0.000775259427613984","1.41600359194267","1807.45","","","Any Swap Out Native",""
"0x0b85bfc119d9f28726d5633f281f29b2a1104510b675e15cd8a56bb8cd54f050","16873559","1679371895","2023-03-21 04:11:35","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.317693867435453","0","2406.75467193218","0.000339692564547","0.62044507221945","1807.45","","","Transfer",""
"0x346815a249f34e285b32c646e070c557912e8cbfb2a7c49e032ee2e1732a0552","16873562","1679371931","2023-03-21 04:12:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.35","2465.7615","0.000720854539532976","1.31663360791159","1807.45","","","Any Swap Out Native",""
"0x55f60617d5106a73b184f8a874fe20c11a08b84e9a6e1d0c01a28bc651d122f9","16873686","1679373443","2023-03-21 04:37:23","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.318418684110066","0","2408.07854234019","0.000286465889934","0.523227083305552","1807.45","","","Transfer",""
"0xcc5b7bf65eeb588c72e67126caaf81dd30d84c7c45331e08bac357e8dd8b3e00","16873691","1679373503","2023-03-21 04:38:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.3","2374.437","0.000763185765341392","1.3939511685384","1807.45","","","Any Swap Out Native",""
"0x7dcf117abfe3f2176c9e663a603f8763cdfba98f4f9dac2d2b034d2370d46881","16873871","1679375711","2023-03-21 05:15:11","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.319979748906699","0","2410.9298115806","0.000339971093301","0.620953802203344","1807.45","","","Transfer",""
"0x336bc118a8b2833293c68ce4b1c735e58119a07338e9b3698ecb9d645a5ffa18","16873874","1679375747","2023-03-21 05:15:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.35","2465.7615","0.000669902736800864","1.22357064973941","1807.45","","","Any Swap Out Native",""
"0xa60c6b77b2c00ff93e5884c17db4eff97a8062c00e06a61c261dde7b83834afc","16874091","1679378375","2023-03-21 05:59:35","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","0.554707665258798","0","1013.16800351854","0.000292334741202","0.533946481458041","1807.45","","","Transfer",""
"0xb8cb9f03f19fd57d9bcc552f4c33c772a77e425dc0588108bec098c01ee3959f","16874094","1679378411","2023-03-21 06:00:11","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","0.6","1095.894","0.000613720772104944","1.12095485304196","1807.45","","","Any Swap Out Native",""
"0xdcfcbd1128357e2a89a7b96cdcc9e1caeb767373796cc4096e40d9ef4c1bf773","16876080","1679402495","2023-03-21 12:41:35","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.297987204312662","0","2370.76064880503","0.000389185687338","0.710843766065984","1807.45","","","Transfer",""
"0x6d6d5f01ede368b19a6962f8eede6653943bb7a632da47fc4fa895af4f5d586e","16876087","1679402579","2023-03-21 12:42:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.25","2283.1125","0.000895057294026976","1.63481319696733","1807.45","","","Any Swap Out Native",""
"0xf98e9a10b67c7d1e52dfa7a1a83052cf7f76709317b5b9c5d73595f5f462f398","16876166","1679403539","2023-03-21 12:58:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x4593ec16e748a24202fe835eaf10d202223765ce","","0","0.075","136.98675","0.000647297303709","1.18228205225145","1807.45","","","Transfer",""
"0x51c76b0b20f7c3ab51779cf05989d62ea3808f10dcdbbb4f0ae769d246d6cb18","16878588","1679433011","2023-03-21 21:10:11","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","1.285160317702642","0","2347.3324686807","0.000539912297358","0.986144412001413","1807.45","","","Transfer",""
"0x697f29b64830fd8b19d2bd4b762dccecb8a81089cefb0ff9b50e923c0c690fdb","16878601","1679433167","2023-03-21 21:12:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","1.2","2191.788","0.001074814600652384","1.96313811994557","1807.45","","","Any Swap Out Native",""
"0x4ec73f9f3be18a0bea8bd7040637410965081db9b8b0aa87f93af279b3ae847e","16878619","1679433395","2023-03-21 21:16:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x4593ec16e748a24202fe835eaf10d202223765ce","","0","0.08","146.1192","0.000408659713224","0.746412879606504","1807.45","","","Transfer",""
"0xa4af21d10c27d71acd2f2e6ed716b1926f15075547926a6df335c6822745feb5","16885600","1679518031","2023-03-22 20:47:11","0x0594488dde8071e80a79f8287602c36b3e622ecc","0xc4cc364706fe781fb00a47badb297af36a482cc1","","0.558663551130641","0","1020.3933895046","0.000736448869359","1.34511649539552","1738.86","","","Transfer",""
"0x1cb533b7556d7e10a8629584bd0edff157132981c4496047432be45b27814fbf","16885612","1679518175","2023-03-22 20:49:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xba8da9dcf11b50b03fd5284f164ef5cdef910705","","0","0.525","958.90725","0.001801540370143216","3.29049547066288","1738.86","","","Any Swap Out Native",""
"0x42dcc3e4e5511f26d419634b3e2508213e0f1c87bd387089028747356030622d","16887531","1679541539","2023-03-23 03:18:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","13.9","25388.211","0.004092134376921098","7.47424251810262","1817.28","","","Execute",""
"0x21feb0371c6615f5e6fcb4393d6913e3f1db548a8eb6e1f02f5e7606d2999bd8","16887534","1679541575","2023-03-23 03:19:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0x2b591e99afe9f32eaa6214f7b7629768c40eeb39","","0","0","0","0.00057201732473732","1.04478392345947","1817.28","","","Approve",""
"0xfeb58a394bae09ea8f0cbd6ce4e8135ce074d4b58e53f60a2d50aee0642b8d93","16887593","1679542283","2023-03-23 03:31:23","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.006839601102010871","12.4924630168118","1817.28","","","Execute",""
"0x667051bb27e7395ff40991fcb5d9f0d559cfd376feb13dc4516b58399851f965","16887709","1679543699","2023-03-23 03:54:59","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","10","18264.9","0.001958332542652684","3.5768748058297","1817.28","Error(0)","execution reverted","Execute",""
"0x9edb92727a4a57d1de96a19524f5298b4959e0ae464847c9fcfa3a77d689937d","16887712","1679543747","2023-03-23 03:55:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","10","18264.9","0.00325823275231545","5.95112953977665","1817.28","","","Execute",""
"0x879f16e9fbc441a2d970cc12990ec7c5411b4d36e040ba0bcb31571701dee2b2","16887717","1679543807","2023-03-23 03:56:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","3.5","6392.715","0.00148350090152514","2.70959956162665","1817.28","","","Execute",""
"0x22512b5f2283e9c5dff4dec2c9a730691b476f21c900a6f1a1bfae57c727d550","16887865","1679545595","2023-03-23 04:26:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.002448776285677173","4.4726653980265","1817.28","","","Execute",""
"0xcd34c964ef123915e5ee362b22936d5480b820d8b2b4127873d7c04ebdea486d","16887990","1679547107","2023-03-23 04:51:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","0","0","0.00317233058044674","5.79423008188017","1817.28","","","Execute",""
"0x4bdc3bc123189bcb2c64e7930c4fb3eb73b36a5139b756687ff99369458962ab","16888242","1679550155","2023-03-23 05:42:35","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","10","18264.9","0.003103633047496564","5.668754724922","1817.28","","","Execute",""
"0x200b1119b2fb918d008385779e998bf4a5924fe3b8479ed350f68676aec658d6","16888248","1679550227","2023-03-23 05:43:47","0xc4cc364706fe781fb00a47badb297af36a482cc1","0xef1c6e67703c7bd7107eed8303fbe6ec2554bf6b","","0","3.5","6392.715","0.001541923233371226","2.81630736652021","1817.28","","","Execute",""
